Source	CompanyID	Cup Org ID	Name	Address Line 1	City	State	Zip Code	Zip Code 5 Numeric	CompanyType	WebSite	MemberType	#ASAEMembers	Industry	Budget	EIN	#Staff
"Not Org or Indiv Membr, but Core Market"	535000	55644	Nebraska Rural Electric Association	PO Box 82048	Lincoln	NE	68501	68501	Trade Association	www.nrea.org	Non Member - Company Prospect	0	UTI  - Utilities	D - $1 million but less than $5 million	470394033	7
"Not Org or Indiv Membr, but Core Market"	100056876	71935	Travel Technology Association	3033 Wilson Blvd	Arlington	VA	22201	22201	Professional Association	www.traveltech.org	Non Member - Company Prospect	0		U - Unknown	943293419	2
"Not Org or Indiv Membr, but Core Market"	35425300	52650	American Society for Automation in Pharmacy	492 Norristown Rd #160	Blue Bell	PA	19422-2349	19422	Trade Association	www.asapnet.org	Non Member - Company Prospect	0	PHR  - Pharmacy/Pharmaceutical	A - Less than $100 thousand	232544907	3
"Not Org or Indiv Membr, but Core Market"	100058822	13471	Better Business Bureau	330 N. Wabash St.	Chicago	IL	60611	60611	Philanthropic/Non-Profit/Charitable/Foundation Org	www.bbb.org/chicago	Non Member - Company Prospect	0		U - Unknown	360896695	70
"Not Org or Indiv Membr, but Core Market"	100063355	51774	Hearth Patio & Barbecue Association	904 HANOVER ST STE 3	MANCHESTER	NH	03104-5413	3104	Professional Association	www.nehpba.org	Non Member - Company Prospect	0	MAF  - Manufacturers	U - Unknown	521417028	3
"Not Org or Indiv Membr, but Core Market"	25782900	16513	National Council on Teacher Retirement	7600 Greenhaven Dr #302	Sacramento	CA	95831	95831	Trade Association	www.nctr.org	Non Member - Company Prospect	0	EMP  - Employee Services	D - $1 million but less than $5 million	310920268	4
"Not Org or Indiv Membr, but Core Market"	19147600	58762	Organization Of Nurse Leaders Inc	800 W CUMMINGS PARK STE 5600	WOBURN	MA	01801-6393	1801	Professional Association	www.oonl.org	Non Member - Company Prospect	0	NUR  - Nursing	B - $100 thousand but less than $500 thousand	42658180	3
"Not Org or Indiv Membr, but Core Market"	42213800	5004	Colorado Gaming Association	1009 Grant Street	Denver	CO	80203	80203	Combined Trade & Professional Association	www.coloradogaming.org	Non Member - Company Prospect	0	ENT  - Entertainment	B - $100 thousand but less than $500 thousand	841259092	4
"Not Org or Indiv Membr, but Core Market"	13008400	#N/A	Fremont Chamber of Commerce 	39488 Stevenson Pl #100	Fremont	CA	94539-3066	94539	Combined Trade & Professional Association	www.fremontbusiness.com	Non Member - Company Prospect	0	COC  - Chamber of Commerce	D - $1 million but less than $5 million	941342798	7
"Not Org or Indiv Membr, but Core Market"	35349700	#N/A	Air Conditioning Council of Greater Houston	9800 CENTRE PKWY STE 100	Houston	TX	77036	77036	Combined Trade & Professional Association	www.taccagh.org	Non Member - Company Prospect	0	UTI  - Utilities	A - Less than $100 thousand	741222776	0
"Not Org or Indiv Membr, but Core Market"	6440400	50405	Forest Industries Telecommunications	1565 Oak St.	Eugene	OR	97401	97401	Trade Association	www.fcclicense.org	Non Member - Company Prospect	0	COM  - Communications	B - $100 thousand but less than $500 thousand	930363587	7
"Not Org or Indiv Membr, but Core Market"	601400	57461	Pharmacists Society of the State of New York	210 Washington Ave Extension #101	Albany	NY	12203	12203	Combined Trade & Professional Association	www.pssny.org	Non Member - Company Prospect	0	PHR  - Pharmacy/Pharmaceutical	D - $1 million but less than $5 million	131669660	7
"Not Org or Indiv Membr, but Core Market"	2574500	#N/A	Boston Bar Association 	16 Beacon St	Boston	MA	02108-3707	2108	Professional Association	www.bostonbar.org	Non Member - Company Prospect	0	BAR  - Bar Association	D - $1 million but less than $5 million	42164774	48
"Not Org or Indiv Membr, but Core Market"	47862500	11335	Society for Cardiovascular Magnetic Resonance	19 Mantua Rd	Mount Royal	NJ	8061	8061	Professional Association	www.scmr.org	Non Member - Company Prospect	0	MED  - Medical/Medical Specialty	B - $100 thousand but less than $500 thousand	223293645	5
"Not Org or Indiv Membr, but Core Market"	23336800	54894	Oklahoma County Bar Association 	119 North Robinson #240	Oklahoma City	OK	73102-4613	73102	Professional Association	www.okcbar.org	Non Member - Company Prospect	0	BAR  - Bar Association	A - Less than $100 thousand	730732668	3
"Not Org or Indiv Membr, but Core Market"	100005159	8540	Association Management Resources	1505 South 58th St	West Allis	WI	53214	53214	AMC (Association Management Company)	www.associationmanagmentresources.com	Non Member - Company Prospect	0	AMC  - Association Management Companies	O - No Response		0
"Not Org or Indiv Membr, but Core Market"	100025013	#N/A	Pennsylvania Water Environment Association	PO Box 3367	Gettysburg	PA	17325	17325	Philanthropic/Non-Profit/Charitable/Foundation Org	www.pwea.org	Non Member - Company Prospect	0	ENV  - Environment	C - $500 thousand but less than $1 million	237169337	0
"Not Org or Indiv Membr, but Core Market"	432200	13942	Greater Washington Board of Trade	1725 I St NW #200	Washington	DC	20006	20006	Trade Association	www.bot.org	Non Member - Company Prospect	0	BUS  - Business	E - $5 million but less than $10 million	530162570	28
"Not Org or Indiv Membr, but Core Market"	744100	#N/A	Travis County Medical Society	4300 North Lamar Blvd	Austin	TX	78756	78756	Professional Association	www.tcms.com	Non Member - Company Prospect	0	MED  - Medical/Medical Specialty	D - $1 million but less than $5 million	746017762	15
"Not Org or Indiv Membr, but Core Market"	32492200	52488	National Flute Association 	26951 Ruether Ave #H	Santa Clarita	CA	91351	91351	Professional Association	www.nfaonline.org	Non Member - Company Prospect	0	MUS  - Music	A - Less than $100 thousand	237306996	4
"Not Org or Indiv Membr, but Core Market"	41144600	95887	Greater Miami Chamber of Commerce	1601 Biscayne Blvd	Miami	FL	33132-1260	33132	Trade Association	www.miamichamber.com	Non Member - Company Prospect	0	COC  - Chamber of Commerce	A - Less than $100 thousand	590358775	39
"Not Org or Indiv Membr, but Core Market"	6605600	55162	American Council of Engineering Companies of Missouri	200 East McCarty St #201	Jefferson City	MO	65101-3113	65101	Trade Association	www.acecmo.org	Non Member - Company Prospect	0	ENG  - Engineering	B - $100 thousand but less than $500 thousand	430813170	2
"Not Org or Indiv Membr, but Core Market"	65601	49793	ASAE Foundation	1575 I St NW #1100	Washington	DC	20005	20005	Philanthropic/Non-Profit/Charitable/Foundation Org	www.asaecenter.org	Non Member - Company Prospect	0	AMC  - Association Management Companies	G - $25 million but less than $50 million	521300485	7
"Not Org or Indiv Membr, but Core Market"	6464400	33914	Texas Medical Foundation 	"Bridgeport 1, Suite 300, 5918 W. Courtyard Dr."	Austin	TX	78730-5036	78730	Philanthropic/Non-Profit/Charitable/Foundation Org	www.tmf.org	Non Member - Company Prospect	0	MED  - Medical/Medical Specialty	A - Less than $100 thousand	521002260	322
"Not Org or Indiv Membr, but Core Market"	6765000	52028	American Horticultural Society 	7931 East Blvd Dr	Alexandria	VA	22308-1300	22308	Combined Trade & Professional Association	www.ahs.org	Non Member - Company Prospect	0	PLA  - Plants/Flowers	D - $1 million but less than $5 million	530226408	21
"Not Org or Indiv Membr, but Core Market"	6209500	55224	Florida Transportation Builders Association Inc	PO Box 1208	Tallahassee	FL	32302-1208	32302	Trade Association	www.ftba.com	Non Member - Company Prospect	0	TRA  - Transportation	D - $1 million but less than $5 million	590551642	4
"Not Org or Indiv Membr, but Core Market"	100042594	#N/A	CIMGLOBAL	12008 Mountain View	Raleigh	NC	27614	27614	AMC (Association Management Company)		Non Member - Company Prospect	0	AMC  - Association Management Companies	U - Unknown		0
"Not Org or Indiv Membr, but Core Market"	6379600	50913	National Association of Personnel Services	6625 Hwy. 35 E	Dawsonville	GA	30534	30534	Combined Trade & Professional Association	www.recruitinglife.com	Non Member - Company Prospect	0	HUR  - Human Resources	D - $1 million but less than $5 million	381713659	6
"Not Org or Indiv Membr, but Core Market"	100003773	59093	Nevada State Apartment Association	"9011 W Sahara Ave, #150"	Las Vegas	NV	89117	89117	Combined Trade & Professional Association	http://www.nvsaa.org/	Non Member - Company Prospect	0	REA  - Real Estate	O - No Response	300034344	1
"Not Org or Indiv Membr, but Core Market"	3136700	#N/A	Building Industry Association of Lancaster County	204 Butler Ave #200	Lancaster	PA	17601	17601	Combined Trade & Professional Association	www.bialanc.com/bia/index.cfm	Non Member - Company Prospect	0	HOU  - Housing	C - $500 thousand but less than $1 million	231503979	4
